Rosia Candra;Kami keluarga besar SMA NEGERI 17 KAB TANGERANG , provinsi Banten , siap mendukung program pak menteri.;Positif;;2020-11-13T17:18:13Z
Sarah Nurhikmah;jangan salahin kemendikbud dlu sblm ada pandemi emg bljr kita udh maksimal? \nkita bisa belajar dimana saja tergantung kitanya aja gimana mau nerima pelajaran itu atau tidak. \nPAK NADIEM HEBAT SAYA YANG TIDAK MAKSIMAL BELAJARNYA JADI SAYA TIDAK ADA HAK UNTUK MENUDUH PAK NADIEM TIDAK BENAR DALAM MENJALANKAN TUGASNYA.;positif;;2020-11-12T04:25:59Z
hilmi ijlal;Jan banyak ngeluh aja, banyakin bersyukur dan jalanin hidup lu dengan kreatif dan happy di masa seperti ini, gw yakin pemerintah pun sudah melakukan yang terbaik buat pendidikan di negeri ini:) dan buat pak Nadiem sehat selalu pak dan terus semangat:);positif;;2020-11-07T09:01:04Z
Parulian Budi Mulia;Itulah tantangan pemimpin yg sebenarnya,saya tahu itu sulit,tapi saya percaya bahwa pemerintah Indonesia dan para menteri nya di tantang oleh hal ini.Semangat Indonesia !!????;Positif;;2020-11-05T14:35:33Z
Bayu santos94;"Is the best ..nadiem makarim muga sukses trobosan nya bagi anak""bangsa";Positif;;2020-11-04T12:38:15Z
gudel sondack;INDONESIA butuh orang pintar yang sedikit gila.. Semangat pak Nadiem..;positif;;2020-11-04T05:04:21Z
amanda primiasih;I'm grateful, you are my minister of education;positif;;2020-11-03T23:28:22Z
Reza Arsenal;I,m proud your work hard sir;positif;;2020-11-03T23:24:00Z
Bil Bil;I love this man ??;positif;;2020-11-03T02:24:06Z
Marnetti Yuniengsih B;I like this topic you are the best Mr. Menteri and also Daddy. all on your statement the best;Positif;;2020-11-02T14:30:00Z
aink.publik;I believe Mr Nadiem untuk mereformasi dunia pendidikan yg selama ini MONOTON dan tidak berkembang;positif;;2020-11-01T12:20:23Z
Miru See;I applaud your vision and passion, Mas Menteri! Your heart is at the right place, thinking the best for our future gnerations, not being distracted with the politics looming over it. You will do a lot! Nay sayers will always be there, the road might not be easy, but you are showing the example of true leadership is all about, embracing the constructive criticism, standing in front of adversity against all odds and pushing through the best fight for greater good of people!;positif;;2020-10-31T11:45:13Z
Helfizon Ibrahim;Helfizon sma labschool kebayoran bergabung ,....semoga kesehatan siswa dan guru terjaga dan dana sertifikasi bisa menjadikan guru bisa menjadi lebih kreatif dan makin cerdas ..\n\nmoga jadwal dana serti lebih jelas dan terjadwal sehingga tepat sadaran dabn bisa digunakan maksimal;Positif;;2020-10-31T02:29:09Z
Novianto 99;Hanya disini kita melihat keterbukaan menteri hehe mantap nih;positif;;2020-10-31T00:05:56Z
johan han;Gua setuju dengan visi misi nadiem buat indonesia .... masih banyak yg kontra dengan beliau krna belum terbiasa , semua masih tergantung dengan pendidikan yg lampau;positif;;2020-10-27T09:12:09Z
Dwi Wicaksono;Gua pribadi sih respect sama pak mentri mendikbud, banyak yg protes ini itulah apa. Mahasiswa ini itu semua demo. Bro this for INDONESIA, coba pikir jernih berap persen menteri yg mengakui kesalahannya? Ada berapa menteri yg berani jujur depan publik. Respect buat pak menteri. Terus lakukan yg terbaik demi putra/putri bangsa;Positif;;2020-10-27T04:12:37Z
Rizky Wicaksono Putro;Good job ??;positif;;2020-10-26T12:42:20Z
Roffy pex;good bless nadiemmmm;positif;;2020-10-26T10:05:15Z
Fera Yunita;Fera Yunita setuju mas mentri...anak kembali ke sekolah seaman munkin;Positif;;2020-10-26T04:37:55Z
Marya Irawan;dunia pendidikan di Indonesia sejak dari dulu dibangun secara feodal, keagamaan, dari dulu tidak ada yang berani merubah sistem krna takut tidak disukai dll. sebuah tugas dan tanggung jawab yg cukup berat, well Menteri Nadiem selamat berjuang, kami dukung demi Indonesia maju.;positif;;2020-10-24T08:49:44Z
Bookiner YK;Di luar kontroversi dan polemik sy suka denger pak kariem ngomong. Cerdas dan berisi. Kliatan mana yg cerdas beneran mana yg trying to hard to look smart;positif;;2020-10-21T19:40:52Z
FISIKA LOGIKA;Di era teknologi digital seperti saat ini, PJJ tidak lagi menjadi masalah. Pokok masalah pada saat ini adalah pemaksaan siswa SD harus menggunakan sinyal internet dengan alat yang canggih. \nMelihat keadaan yg tdk memungkinkan utk tatap muka maka seharusnya pemerintah membuat video interaktif melalui media VCD yg bisa diputar setiap saat tanpa jaringan internet. Dan, hampir setiap rumah masih ada perangkat yang bisa memutar VCD. \nJangan sampai karena terkendala alat para siswa kehilangan hak belajar;Positif;;2020-10-21T05:25:01Z
Muhammad Rangga;demen banget liat dari gaya kepemimpinan nya mas menteri;positif;;2020-10-15T12:23:59Z
Orang Ganteng;Daring no problem , tp tugas jgn gilaaaaaa .. and siswa pun kebanyakan tugas cuma minta temen , ngerti kagak sumpah;positif;;2020-10-15T03:24:25Z
Rudi Prasetyo;Dan ternyata,  ketika org pemerintahan sangat hati hati dalam membuat kebijakan,  sangat memperhatikan kesehatan  masyarakat khususnya para siswa,  dan sangat hati hati saat hendak membuka sekolah, ternyata siswa d rumah bermain bersama teman temanya tanpa protokol kesehatan sama sekali,  berkumpul,  tanpa masker,  tanpa cuci tangan,  bermain kesana kemari. Padahal daerah tsb termasuk zona merah! \n\nJadi menurut saya,  akan lebih baik sekolah segera d buka, dg segala protokol kesehatannya daripada membiarkan para siswa di rumah saja yg mana akan lebih berbahaya karna anak anak d rumahpun mereka  lebih banyak bermain, berkumpul,  tanpa masker, jarang cuci tangan. \n\nJika mereka d sekolah,  paling tidak ada guru yg selalu mengingatkan untuk melaksanakan protokol kesehatan kpd para siswa dan bisa melanjutkan pembelajaran pula. Daripada d rumah yg belum tentu para siswa melakukan protokol kesehatan d setiap aktifitas mereka. \n\nNamun,  bagi org tua yg tidak mengizinkan anaknya untuk masuk sekolah,  dan siap menjaga anaknya dirumah. Maka bisa d berikan hak kpd mereka unt tidak masuk sekolah. \n\nCoba mas nadiem cek d kampung2. Anak anak itu bermain tidak?  Berkumpul tidak?  Pakai masker tidak? Sering cuci tangan tidak?  Jaga jarak tidak?  Jika banyak anak d kampung yg tidak menggunakan protokol kesehatan dlm berbagai aktifitas mereka,  lebih baik sekolah d buka saja.  Karna d rumah, pengawasan dari org tua sangat kurang,  dan kebanyakan org tua d kampung itu cuek dg covid,  gak peduli. \n\nKlo azka anaknya om dedi mau main aja susah cari temen, karna covid, sini nih,  ke jawa timur,  semua anak main spt biasa tanpa ada rasa waswas akan covid. \nJangan takut bermain dg teman hanya karna covid ini.  Karna hal yg lebih berbahaya dari covidpun sangat banyak.;positif;;2020-10-14T23:08:52Z
ALIF DAN KANAYA;dan dampak terpendamnya lagi adalah guru2 menjadi melek teknologi. terus belajar dan belajar....;Positif;;2020-10-14T05:37:14Z
Ega satria prayoga;Dah permanen kan aja belajar online ini entar pendidikan indonesia bakal naik sekelas finlandia \nKurang apalagi speed internet 10x lebih kenceng dari wifi nasa,biaya murah,sarana dan prasarana sangat memadai kurang apa lagi..?\nSekali kali buat akun medsos dong pak biar kami bisa salam sapa??;Positif;;2020-10-13T04:34:28Z
Dian Perwita;cuma mau doakan pak Nadim semoga sehat selalu dan sabar karena yang komplain PJJ itu ibu2 seperti saya. semoga semua cepat normal kembali.;Positif;;2020-10-12T14:10:46Z
doraemon;Covid ini tidak hanya di indonesia, sekolah di liburkan dan belajar online pun ada terjadi di negara lain. dan semua orang merasakan ketidaknyamanan ini, orang yg berpikir sempit selalu mengatakan dan melihat sebuah kesalahan tanpa memberi solusi. kalau tunggu ada anak sekolah kena covid baru di liburkan ibarat tunggu ada korban baru bertindak. langkah pemerintah ini juga ada sisi positif kalau di liat dari sudut kesehatan buat anak2. hambatan yg terjadi skrg itu pasti ada, semua pasti ada rintangan jadi kita harus mengerti keadaan. semoga covid cepat berlalu agar anak2 bisa bersekolah normal kembali. kesehatan anak2 lebih utama bandingkan segalanya. tetap save ya. karna covid ini sudah byk makan korban jiwa.;positif;;2020-10-11T07:50:52Z
????? ????????;boleh nadiem jadi menteri pendidikan periode ke2;Positif;;2020-10-11T05:09:19Z
KOI UNGARA;Bisa belajar dengan baik di Masa pandemi;Positif;;2020-10-11T04:59:30Z
Nurul Widitanti;Binar matanya semangat sekali saat menjelaskan tentang yang ingin dia lakukan untuk anak2 indonesia\nSalut;positif;;2020-10-11T04:31:54Z
sumini atmosemito;betu Mas Menteri TVRI sekarang sangat menarik dan menyesuakan kebutuhan peserta didik bahkan acaranya mampu membidik   berbagai lapisan penontonya untuk lebih mengenal berbagai budaya di negeri ini;Positif;;2020-10-10T11:06:09Z
Andre Vega;Betapa bersahaja nya mentri kita satu ini, lanjutkan pak nadiem, demi pendidikan generasi baru bangsa kita yg mulai amburadul..;Positif;;2020-10-10T11:01:57Z
yevanna;bersyukur loh disaat pandemi ini pak Nadiem yang menjabat, meski pusing sama pelajaran tapi dia masih nemu solusi yg tengah2, kerasa banget di aku sebagai belajar.  coba kalau skrg terus yg ngejabat bukan pak Nadiem, ancur2an kita. yuk para pelajar yg masih bisa belajar online, masih punya hp dan kuota, kurang2i mengeluhnya ya..;Positif;;2020-10-09T17:25:47Z
kulo Anom;Bersatu untuk support yg bisa kerja kerja kerja;Positif;;2020-10-08T18:35:25Z
Ramdhan Sucipto Surahman;bener sih ya kalo udha kaya gini tuh gabisa cuma 1 pihak aja yg bergerak, harus bersatu sih bener banget;positif;;2020-10-08T05:36:19Z
Binangkit Puspa;Bener paaaakkk;positif;;2020-10-08T04:35:53Z
Riolan Sinantra;Baru diangkat jadi mentri tapi dia disulitkan dengan keadaan...itu harap dimaklumi. Menurutku keputusan yang udh di ambil skrg udh pas, cuman yang tidak pas itu penempatan kepada rakyat +62 yg super bar bar wkwkw..so, jangan salahin mentrinya ya hehe... Salut sama beliau. Sehat terus pak nadiem ?;positif;;2020-10-07T16:38:01Z
utomo zhafari;Banyak orang bahkan orang pintar menghujat keputusan2x mas Nadiem tapi tdk pernah beraudensi dan minta klarifikasi. Posisi Nadiem saat ini berada di jalur trak yg licin, kecepatan tinggi, dgn segala keterbatasan dana dll, dan sangat berbahaya. Nadiem adalah tipe pemikir, problem solver, dan memiliki visi mengejar dan mencapai target yg diharapkan. Dia memiliki wawasan yg luas, bergaul di dunia Internasional unt menyerap pengalaman bangsa lain. Sehat selalu mas Nadiem, Insya Allah diberkati Tuhan, tetap kuat dan semangat. Jgn dipendam di hati kata2x kasar banyak orang yg tdk berbuat dan bisanya hanya menghujat.;positif;;2020-10-07T06:41:23Z
Mochammad Juniardi;BANGKE, menteri sepinter ini kok masih aja dihujat!!!;positif;;2020-10-06T15:21:22Z
gede widane;Bahkan dimasa pandemi seperti ini Mr Nadiem, Masi tetep berkerja keras buat mengatasi masalah pendidikan Indonesia, ya walau Masi banyak yg menghujat, tapi Mr Nadiem is the best pokoknya????;Positif;;2020-10-06T14:30:10Z
Ikin Asikin;Bagus sekali program- programnya pak. Semoga secepatnya segera terrealisasi dan dapat dirasakan sampai ketingkat bawah????????;Positif;;2020-10-06T05:48:14Z
TANGO YONO;bagus seekali mas menteri dengan program ini, saya sangat mendukung  dengan kebijakan yang diambil, kesehatan adalah faktor penting yang harus diperhatikan, apalagi untuk tatap muka harus benar-benar aman sesuai dengan arahan ketua gugus di daerah, kepala sekolah, dan komite sekolah.;Positif;;2020-10-05T02:32:34Z
Fata apriyani;Bagus Mas menteri;Positif;;2020-10-04T23:44:56Z
Yoga Suta;Ayo mas mentri, smngatt;positif;;2020-10-04T20:35:54Z
fatmawati mustofa;Assalamualaikum. Smoga pak mentri sehat slalu. Kami berharap dimasa pandemi ini ada kebijakan yg trbaik bagi guru non pns sehubungan dgn tpp yg bs diterimakan dgn ktentuan yg lebih mudah. Trimakasih. Wassalamualaikum;Positif;;2020-10-04T04:32:45Z
Derashya Eza incu;Assalamu'alaikum warahmatullahi wabarakaatuh.\nBapak Mentri yang terhormat.\n\nApa yang Bapak sampaikan.\nSangat padat,dan mudah di pahami.\n\nTerima kasih banyak atas penjelasannya.\n\nSemoga Bapak Menrri yang terhormat beserta jajarannya.\nDalam lindungan Allah yang maha sempurna.\n\nTeddy Setiawan.;Positif;;2020-10-03T09:04:41Z
Dormauli Aisyah LR;Assalam walaikum sukses pa dimasa pandemi ini pembelajaran Daring jadi bisa tau PJJ jadi bisa. sehat ya pa semua keluarga amin YR\nSukses Buat Bapa MENDIKBUD;Positif;;2020-10-03T08:23:34Z
Ali Maksum;Apik2.;Positif;;2020-10-03T07:59:06Z
Catatan Kuliah;Apapun kebijakan pemerintah akan kami dukung. Kami turut mencerdaskan anak bangsa. ??;Positif;;2020-10-03T02:30:11Z
Nora Hutabarat;Anak saya tetap daring belajar seperti biasa dari hari senin smpai jumat ssuai jam belajar pd saat masuk sekolah spt dulu tdk ada yg berubah ttp mata pelajaran ganti2 ssuai jam dan ada istirahat jadi tdk ada yg berubah cm tdk tatap muka saja mlalui zoom tp ttp saja belajar spt biasa, cm anaka saya yg gak kedokteran blm bs ujian osce karena hrs langsung tdk bs mlaui teori dan ujian dirumah saya mendukung pjj drpd kena corona soalnta kel kami sdh ada bbrp yg kena covid makasih??;positif;;2020-10-02T14:46:54Z
dewi afnan;alhmdulilah, smga skolah bisa segera kmbali di buka dan para guru dan siswa dpat bertatap muka dgn aman.;Positif;;2020-10-02T09:14:56Z
Heppy Heppy;Alhamdulillah...\nKebijakan di tengah pandemi, mudah-mudahan bisa dipatuhi oleh instansi terkait, terutama fokus pada kesehatan & keselamatan anak didik,guru & keluarga.\nBagaimanapun semua harus sesuai prosedur/ SOP yg telah ditentukan.\nTetap semangat untuk mencerdaskan anak bangsa, namun jangan lengah...tetap patuhi protokol kesehatan sering cuci tangan pakai sabun,bermasker & tetap jaga jarak dimanapun berada.\nMudah-mudahan pandemi ini segera berakhir...\nAamiin...;Positif;;2020-10-02T04:25:49Z
Ratna Farida;Alhamdulillah, terima kasih mas menteri, semoga ini menjadi power bagi bapak/ibu guru untuk terus semangat dalam mengemban amanah sebagai pendidik dan mampu menciptakan inovasi ditengah pandemi??;Positif;;2020-10-02T02:43:30Z
Sabina Isra Miranda;Alhamdulillah terima kasih penjelasannya pak mentri;Positif;;2020-10-02T02:34:38Z
Rabiatul Adwiah;Alahamdulillah, tabarakallah semoga kita semua terhinadar dari wabah ini, insya Allah kami sebagai orang tua murid sangat terbantu dengan adanya kelanjutan pembelajaran cara seperti ini karna kami sangat takut di karnakan anak_anak kami di masa pandemi seperti sekarang ini, semoga wabah ini cepat berlalu amiin.;Positif;;2020-10-02T00:41:18Z
Zulfa Mayada'una Maghfiroh;Aku cuma mau curhat. Aku baru kelas 1 SMA, dari sekian guruku cuma guru PKN yang nerapin kurikulum darurat covid-19, jadi 1 semester cuma 2 bab. Love you bu??;positif;;2020-10-01T08:31:08Z
